cluster_id,alarm_id,CLUSTER_LABEL,NOTE SPV
25961,"EFM,65eedf1b7dcf4f000138fc19",0,CORRELAZIONE ERRATA SU CLUSTER 23801
25961,"EFM,65eedf1c7dcf4f000138fc1c",0,CORRELAZIONE ERRATA SU CLUSTER 23801
25961,"EFMTX,65eee2176423e50001f2b4ff",0,CORRELAZIONE ERRATA SU CLUSTER 23801
26354,"EFMTX,65eee5a053da8b00018c0d26",0,CORRELAZIONE ERRATA SU CLUSTER 26354
26354,"EFMTX,65eee63e47128a0001aa5f01",0,CORRELAZIONE ERRATA SU CLUSTER 26354
26354,"EFMTX,65eee70e6423e50001f2bb58",0,CORRELAZIONE OK CLUSTER 26354
26354,"EFMTX,65eee70e6423e50001f2bb5a",0,CORRELAZIONE OK CLUSTER 26354
26354,"EFMTX,65eee70e6423e50001f2bb5c",0,CORRELAZIONE OK CLUSTER 26354
26354,"EFMTX,65eee70e6423e50001f2bb5e",0,CORRELAZIONE OK CLUSTER 26354
26354,"EFMTX,65eee70f6423e50001f2bb60",0,CORRELAZIONE OK CLUSTER 26354
26354,"EFMTX,65eee7fbcd606500014b59b6",0,CORRELAZIONE OK CLUSTER 26354
26354,"EFMTX,65eee7fb1cf17b0001680c17",0,CORRELAZIONE OK CLUSTER 26354
26527,"EFM,65eee9c555c5eb0001303198",0,CORRELAZIONE OK CLUSTER 26527 - bts stesso sito
26527,"EFM,65eee9c622c47e0001587041",0,CORRELAZIONE OK CLUSTER 26527 - bts stesso sito
26527,"EFM,65eee9e722c47e0001587044",0,CORRELAZIONE OK CLUSTER 26527 - bts stesso sito
26527,"EFM,65eee9c455c5eb0001303195",0,CORRELAZIONE OK CLUSTER 26527 - bts stesso sito
26527,"EFM,65eee9c522c47e000158703e",0,CORRELAZIONE OK CLUSTER 26527 - bts stesso sito
26527,"EFM,65eee9c522c47e000158703c",0,CORRELAZIONE OK CLUSTER 26527 - bts stesso sito
26641,"EFMTX,65eeecd16423e50001f2c0f1",0,CORRELAZIONE ERRATA SU CLUSTER 26641
26641,"EFMTX,65eeed5b6423e50001f2c1d7",0,CORRELAZIONE ERRATA SU CLUSTER 26641
26641,"EFMTX,65eeec591cf17b0001680fa9",0,CORRELAZIONE OK CLUSTER 26641
26641,"EFMTX,65eeec591cf17b0001680faf",0,CORRELAZIONE OK CLUSTER 26641
26641,"EFMTX,65eeedf4ce901400013b9a1a",0,CORRELAZIONE ERRATA SU CLUSTER 26641
26715,"EFMTX,65eeefa453da8b00018c19f6",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eeeefecd606500014b602e",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eeeefecd606500014b6031",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef184ce901400013ba4ad",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1844235370001ff14e8",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1896423e50001f2ca99",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef17ece901400013ba49c",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef17e6423e50001f2ca88",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef17fce901400013ba4a1",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1831cf17b0001681834",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef183cd606500014b6621",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef18453da8b00018c1fb4",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1847a13f70001b9f9aa",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef184cd606500014b6627",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1897a13f70001b9f9b0",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef189b7f20500015b0d6a",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef189b7f20500015b0d68",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef189cd606500014b6638",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1897a13f70001b9f9b2",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef189cd606500014b6635",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef17e7a13f70001b9f994",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1841cf17b000168183a",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1841cf17b000168183c",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef184cd606500014b662a",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1def70d760001d5cbc0",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1def70d760001d5cbc1",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1df06e2d20001aeb95d",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1dff70d760001d5cbc2",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef016cd606500014b61db",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef038a379550001bb4a49",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef189ce901400013ba4bc",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef17ece901400013ba49e",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef189a379550001bb4de9",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef1de06e2d20001aeb95c",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eeee361cf17b000168119f",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26715,"EFMTX,65eef19d6423e50001f2cab2",0,CORRELAZIONE ERRATA SU CLUSTER 26715
26745,"EFM,65eeeffe55c5eb00013031dc",0,CORRELAZIONE OK CLUSTER 26745
26745,"EFM,65eeeffd22c47e0001587086",0,CORRELAZIONE OK CLUSTER 26745
26745,"EFM,65eeeffd55c5eb00013031d7",0,CORRELAZIONE OK CLUSTER 26745
26745,"EFMTX,65eeef8cb7f20500015b07d9",0,CORRELAZIONE OK CLUSTER 26745
26745,"EFMTX,65eeef8cb7f20500015b07db",0,CORRELAZIONE OK CLUSTER 26745
26745,"EFMTX,65eeef8db7f20500015b07dd",0,CORRELAZIONE OK CLUSTER 26745
26745,"EFMTX,65eef0ec4235370001ff1440",0,CORRELAZIONE OK CLUSTER 26745
26823,"EFMTX,65eef18353da8b00018c1faf",0,CORRELAZIONE OK CLUSTER 26823
26823,"EFMTX,65eef1844235370001ff14e6",0,CORRELAZIONE OK CLUSTER 26823
26823,"EFMTX,65eef1846423e50001f2ca8b",0,CORRELAZIONE OK CLUSTER 26823
26823,"EFMTX,65eef1de2df6860001e3ba4a",0,CORRELAZIONE ERRATA SU CLUSTER 26823
27002,"EFMTX,65eef7434b89930001d05784",0,CORRELAZIONE ERRATA SU CLUSTER 27002
